T,X,Y,Z
1630769006623669726,-17050,-8958,-4018
1630769006656120998,-12086,-8246,-4460
1630769006688946603,-14380,-4144,-4662
1630769006722204834,-14912,-3352,-3392
1630769006755494357,-13230,-4566,-3398
1630769006788451295,-12206,-8778,-3142
1630769006821393068,-12774,-8114,-2798
1630769006854827632,-14208,-6808,-4036
1630769006887781779,-14632,-5974,-3236
1630769006920801927,-14638,-7448,-1944
1630769006954087949,-14470,-7950,-4348
1630769006987153763,-16242,-7436,-2604
1630769007020246577,-15884,-8336,-2212
1630769007053294808,-16564,-8478,-3800
1630769007086796789,-20352,-9228,-3508
1630769007120701520,-20076,-11310,-2216
1630769007153820792,-17660,-8630,-8112
1630769007187163398,-17802,-7020,-6224
1630769007220513587,-15092,-6118,-4406
1630769007253472985,-15744,-4752,3598
1630769007286897757,-18302,-4684,3922
1630769007319815738,-18492,-5392,-3730
1630769007353000094,-16950,-8966,-7160
1630769007386188908,-13512,-9034,-2012
1630769007419450722,-11644,-5394,-1702
1630769007452881203,-11436,-4410,-1892
1630769007486029683,-11662,-3782,-4842
1630769007519725081,-12306,-3450,-8440
1630769007553268937,-12408,-3294,-9274
1630769007586470876,-11798,-4082,-11498
1630769007619894357,-12012,-5342,-11574
1630769007653223546,-11272,-8732,-11212
1630769007686881736,-9408,-10082,-13174
1630769007719925425,-6338,-9512,-10624
1630769007752871197,-9342,-6566,-11508
1630769007786163136,-11670,-5056,-16654
1630769007819925784,-25682,-5532,-15054
1630769007852742890,-15882,1376,-3922
1630769007885862287,-5742,10974,-9548
1630769007919168351,-9286,-3282,654
1630769007953070374,-19310,-7116,-4786
1630769007986303730,-18550,-15016,-4374
1630769008020612545,-15556,-10768,-4850
1630769008054048901,-11886,-9526,-4710
1630769008087010506,-14252,-6714,-4266
1630769008120901112,-16154,-4910,-4432
1630769008154643885,-15480,-6328,-2824
1630769008192185744,-12086,-6410,-3318
1630769008225481725,-12048,-5890,-3102
1630769008258369830,-13198,-5664,-3428
1630769008291384436,-14784,-7086,-3252
1630769008324736917,-15016,-8168,-780
1630769008357746606,-14258,-8996,-1362
1630769008391032503,-14086,-8876,-5562
1630769008423464734,-15948,-8622,-3086
1630769008456289422,-16760,-8504,-3238
1630769008489439445,-17528,-9260,-2792
1630769008522179259,-18064,-9350,-1786
1630769008555365323,-19012,-8950,-7562
1630769008609415276,-16312,-7460,-1384
1630769008677249155,-15024,-7414,3164
1630769008711694470,-18354,-5302,1902
1630769008746510118,-19994,-2420,-5160
1630769008780099975,-19380,-3004,-7794
1630769008813472497,-13924,-8770,-1864
1630769008850518022,-11962,-5452,-2872
1630769008883688544,-11196,-5258,-2602
1630769008916926192,-10190,-4034,-5812
1630769008950115881,-9218,-2616,-8334
1630769008983318862,-9214,-3074,-9552
1630769009016881801,-10630,-7086,-15438
1630769009050013699,-13458,-8042,-12004
1630769009083359804,-10992,-8202,-12154
1630769009117545661,-8760,-7430,-11108
1630769009151305684,-5580,-6342,-9998
1630769009184018039,-7342,-3002,-21970
1630769009218620312,-13364,-7854,-21904
1630769009252111877,-32242,-13134,-2284
1630769009285194691,-5594,5588,-10694
1630769009318326963,-1462,9404,-7540
1630769009351011277,-12042,-2552,-10176
1630769009383524632,-24032,-9060,-6836
1630769009409611525,-21022,-12752,-4468
1630769009428209746,-15690,-11918,-6296
1630769009447191217,-12478,-10016,-5672
1630769009466052146,-11610,-9600,-4080
1630769009484684159,-12012,-10316,-4188
1630769009503521255,-14332,-9316,-5200
1630769009522217143,-16438,-8756,-4900
1630769009541011989,-17272,-8406,-4314
1630769009559756626,-17140,-7192,-4116
1630769009578753764,-15780,-5524,-3976
1630769009597721194,-14062,-4070,-3404
1630769009616590748,-14062,-3666,-3410
1630769009635285094,-12670,-3398,-2810
1630769009654078815,-12068,-2910,-2348
1630769009672717828,-12430,-3772,-3010
1630769009691830757,-12920,-5390,-3406
1630769009710529478,-13768,-6908,-3802
1630769009729328741,-14370,-6908,-3756
1630769009747940253,-14734,-8240,-3088
1630769009766814058,-14768,-9200,-2270
1630769009785554779,-14424,-9504,-2514
1630769009804142541,-13842,-9198,-3668
1630769009822860221,-13678,-9780,-3668
1630769009841504983,-14578,-8862,-4694
1630769009860285871,-15840,-8050,-4940
1630769009879209884,-16358,-7946,-4834
1630769009898107772,-16034,-8090,-3658
1630769009916767493,-16208,-8530,-3124
1630769009935532714,-17062,-8524,-2804
1630769009954532768,-18932,-8748,-3164
1630769009973398114,-20464,-9734,-3546
1630769009992210919,-18618,-9830,-2262
1630769010011073556,-16898,-9894,-3636
1630769010029749111,-17858,-9190,-7188
1630769010048565498,-17512,-8478,-9818
1630769010067423928,-17512,-8052,-6702
1630769010086051107,-16072,-7630,-4238
1630769010104939411,-14672,-7546,-1344
1630769010123679966,-14836,-6650,3414
1630769010142850520,-16538,-5672,5498
1630769010161640450,-18430,-4964,4508
1630769010181788088,-20054,-4028,-1364
1630769010201134060,-21080,-3206,-7138
1630769010220026947,-19648,-3206,-9240
1630769010238891710,-16730,-4616,-6732
1630769010257726348,-14222,-7646,-2656
1630769010276757861,-12772,-8110,-1142
1630769010295452998,-12230,-6376,-1924
1630769010314405970,-12068,-5730,-2498
1630769010333013357,-12206,-5516,-2498
1630769010351835078,-11932,-5496,-3206
1630769010370982633,-11266,-5228,-5424
1630769010389898146,-10852,-5100,-6914
1630769010409099325,-10434,-4884,-7216
1630769010428005505,-10126,-4020,-8310
1630769010460536360,-9878,-3618,-9860
1630769010493350799,-10242,-5842,-12196
1630769010526452779,-10674,-8838,-13566
1630769010559950010,-8534,-11706,-13234
1630769010592847408,-7664,-9646,-11350
1630769010625920472,-8386,-3980,-8974
1630769010659052702,-8060,-2228,-16638
1630769010691930183,-11388,-5368,-28646
1630769010724566330,-32768,-4688,3178
1630769010757584102,-5274,4022,-10628
1630769010790547708,-1966,4468,344
1630769010823761272,-13912,-5056,-6118
1630769010863987883,-21382,-14902,-4108
1630769010897820572,-18084,-11856,-4324
1630769010930852136,-12442,-10142,-3408
1630769010963779492,-12232,-5942,-5766
1630769010996796222,-14600,-4070,-3898
1630769011029658203,-12942,-6210,-3028
1630769011062748809,-11434,-8248,-4486
1630769011095498081,-11224,-7926,-4000
1630769011128055311,-14074,-5996,-4206
1630769011161490375,-14924,-5806,-3950
1630769011194468689,-15564,-7524,-1952
1630769011227965128,-15318,-7882,-3780
1630769011261249359,-14314,-8532,-4162
1630769011294698757,-16110,-10080,-3382
1630769011327880071,-18034,-10088,-4098
1630769011361148135,-21062,-11386,-3988
1630769011394495158,-19448,-10694,-2182
1630769011427548430,-18876,-8816,-9260
1630769011460480036,-16604,-7052,-7432
1630769011493186683,-15036,-6450,-3518
1630769011525919788,-16684,-5586,4568
1630769011558921144,-20172,-4776,3806
1630769011592000374,-20606,-3662,-7158
1630769011625305564,-15166,-4322,-5718
1630769011659696420,-11150,-9542,-1366
1630769011692818859,-11248,-6428,-1298
1630769011726117965,-11894,-4884,-3040
1630769011759145987,-11430,-4094,-5306
1630769011791837301,-10546,-4186,-6662
1630769011825145574,-10384,-2788,-8722
1630769011858701221,-10346,-2956,-11180
1630769011891982910,-11020,-5728,-12244
1630769011925607892,-11500,-10932,-14460
1630769011958856331,-10786,-12678,-14092
1630769011991819811,-10184,-10258,-11002
1630769012024608042,-10510,-4020,-9712
1630769012057294647,-12396,-1810,-15532
1630769012090348503,-28466,-2524,-13428
1630769012123519234,-25624,880,3172
1630769012156936256,-3916,3922,-4302
1630769012194524198,-10338,-2076,-2868
1630769012228630430,-20276,-10824,-4220
1630769012261742577,-21484,-13452,-5350
1630769012294892016,-14722,-9156,-4356
1630769012328515247,-12132,-8386,-4918
1630769012362645062,-15156,-5372,-4718
1630769012395715834,-14986,-4206,-3776
1630769012428554565,-12874,-4976,-4126
1630769012461181212,-12622,-7292,-5270
1630769012493993984,-12528,-8106,-3166
1630769012527568215,-13216,-9108,-3332
1630769012560892654,-13542,-11478,-1980
1630769012594277343,-13364,-10906,-2936
1630769012628668158,-13300,-7870,-5070
1630769012661859264,-16216,-7372,-3722
1630769012695074620,-17098,-9452,-4412
1630769012728792893,-18190,-12362,-5232
1630769012761822748,-18568,-12480,-3396
1630769012794897687,-18314,-10280,-6084
1630769012827814084,-18118,-8240,-7506
1630769012860695982,-14768,-8022,-1260
1630769012893218962,-17888,-3778,1094
1630769012926593026,-20772,-2712,-1646
1630769012959728715,-21346,-3338,-6442
1630769012992916529,-14146,-6578,-4170
1630769013026426260,-11144,-12360,-3468
1630769013059022532,-10854,-7952,-1724
1630769013091963638,-11136,-4416,-2762
1630769013125782161,-11300,-1784,-3874
1630769013158976892,-9506,-916,-7480
1630769013192037331,-9276,-1412,-10358
1630769013225693103,-10368,-5112,-13966
1630769013259190501,-11758,-10310,-16292
1630769013292187690,-12428,-10674,-14498
1630769013325281379,-9202,-10602,-13800
1630769013358666735,-8662,-7846,-8644
1630769013391550757,-8530,-3958,-14344
1630769013425655113,-26118,-6546,-14800
1630769013458653302,-32768,-154,468
1630769013492990326,-7264,8860,-8186
1630769013526483640,-6508,1678,2164
1630769013559624746,-16614,-6898,-7450
1630769013592810976,-20744,-16600,-2362
1630769013625549915,-20066,-14488,-4464
1630769013658721646,-10786,-10752,-4810
1630769013691964585,-10736,-5360,-5656
1630769013724858857,-12036,-4672,-3550
1630769013758384213,-14040,-3492,-5140
1630769013791209235,-13704,-6272,-5432
1630769013824521175,-13574,-6596,-4442
1630769013857749572,-14698,-7050,-2854
1630769013890888303,-14998,-9276,-1790
1630769013923593617,-14902,-11112,-3564
1630769013957053764,-13104,-11422,-8380
1630769013990061661,-14456,-14310,-5188
1630769014023355892,-16524,-15192,-3096
1630769014056584123,-18764,-10568,-8844
1630769014089946354,-21496,-7186,-9928
1630769014122900418,-18262,-7412,-5506
1630769014155498773,-14648,-6662,1150
1630769014192847007,-20890,-2660,-748
1630769014228529406,-22218,-2382,-8560
1630769014263841596,-16992,-7384,-5192
1630769014297130744,-11106,-11362,-4230
1630769014330441183,-9684,-7782,-2112
1630769014364584873,-9778,-5012,-3098
1630769014397325312,-10160,-3514,-5446
1630769014431775418,-9304,-3094,-6842
1630769014465684774,-7486,-3278,-5510
1630769014498794630,-6694,-3470,-6246
1630769014533059320,-7056,-7476,-14640
1630769014566449759,-14908,-11222,-21246
1630769014599100073,-19662,-22628,-20092
1630769014632609971,-13550,-13770,-8968
1630769014666203618,-5508,-7038,-2768
1630769014700878850,-18240,2402,-10226
1630769014734669123,-29276,-2068,-29114
1630769014767919729,-23020,-1462,7308
1630769014801496543,-1598,1482,4366
1630769014834731399,-11296,-4428,5708
1630769014868126046,-20904,-15978,-10316
1630769014901614902,-21778,-14928,-5166
1630769014935066550,-10454,-9588,-990
1630769014969125323,-9866,-4230,-1282
1630769015002637596,-11816,-2006,-4126
1630769015035765910,-13590,-4066,-4832
1630769015069270266,-14552,-8970,-4244
1630769015102359830,-13822,-8952,-3002
1630769015135875977,-12864,-8870,-2250
1630769015168829000,-13106,-10836,-2112
1630769015202101689,-13322,-10756,-2904
1630769015235314336,-14738,-8954,-2984
1630769015268662192,-16252,-5834,-2374
1630769015301784006,-15888,-9332,-3812
1630769015334807028,-18934,-12314,-5526
1630769015368207134,-17690,-12356,-4482
1630769015401281657,-18922,-11030,-6870
1630769015434340221,-19000,-7696,-7282
1630769015467425243,-13852,-8632,612
1630769015501076516,-13582,-4856,2978
1630769015534612538,-16354,-4852,-2446
1630769015568095103,-18812,-5750,-4598
1630769015601481084,-13344,-12326,-4492
1630769015634945856,-12662,-9668,-2376
1630769015667996920,-12336,-6354,-2760
1630769015700939401,-11048,-4782,-3836
1630769015734050798,-10290,-3462,-5008
1630769015768802613,-10436,-1208,-6804
1630769015802005386,-11038,-1252,-6882
1630769015836804201,-9550,-3274,-7534
1630769015869946473,-8794,-6748,-14082
1630769015902910287,-11438,-11470,-18432
1630769015936106560,-14450,-18250,-16486
1630769015969094957,-10816,-10940,-9908
1630769016002111021,-11822,-5066,-6742
1630769016035340168,-31042,-952,-21068
1630769016068215732,-32768,-1186,-3410
1630769016101230921,-6716,6510,5234
1630769016134783236,-1032,3018,5118
1630769016167931008,-21736,-9798,-3444
1630769016205157033,-29468,-21332,-3846
1630769016238829348,-14244,-14098,-4708
1630769016271849245,-7418,-11884,-3878
1630769016305644268,-9480,-5990,-3412
1630769016339092790,-12046,-4000,-3388
1630769016372449896,-15316,-5044,-5644
1630769016405431335,-13456,-7630,-5180
1630769016438606358,-13142,-10822,-3152
1630769016472721589,-12894,-12352,-2868
1630769016505509861,-11316,-13160,-3876
1630769016538824134,-11914,-11452,-2174
1630769016572179823,-17144,-9254,-4818
1630769016605655345,-22102,-8076,-11802
1630769016638730493,-21430,-10604,-6676
1630769016671858223,-17132,-12282,-4912
1630769016704796787,-14710,-10286,-1770
1630769016737782393,-22692,-1474,-4204
1630769016770998790,-26962,2952,-6114
1630769016803868979,-18562,-740,-4566
1630769016836930168,-9326,-9900,-4452
1630769016869680940,-8068,-11204,-2686
1630769016902915255,-9586,-8326,-1148
1630769016936523402,-9920,-3332,-2588
1630769016969442300,-9644,-460,-5822
1630769017002328030,-8474,68,-7908
1630769017035503094,-10088,0,-9410
1630769017068121908,-10652,-3854,-20094
1630769017101174430,-16352,-6030,-16030
1630769017134217203,-13570,-12152,-15914
1630769017167175517,-9476,-10046,-14642
1630769017199810914,-7102,-8048,-8432
1630769017232590936,-10044,-1770,-10714
1630769017265629083,-19476,-5904,-12628
1630769017298304563,-32524,-13230,-2086
1630769017331560961,-7022,5972,1188
1630769017364559608,-1248,-1598,6928
1630769017397355380,-10030,-7892,-4442
1630769017430854778,-25086,-16310,-4198
1630769017464629509,-16382,-14346,-4088
1630769017498741199,-10878,-10740,-4120
1630769017531811555,-9592,-7788,-4802
1630769017566567870,-11872,-4308,-2766
1630769017599689142,-13274,-6864,-3328
1630769017633366457,-14918,-7622,-3374
1630769017667350979,-13564,-7136,-2672
1630769017700787169,-14260,-7546,-2116
1630769017734349400,-15326,-10500,-1958
1630769017767696964,-14306,-10384,-6370
1630769017801623654,-14524,-12094,-8374
1630769017835071343,-16296,-18680,-7278
1630769017868236449,-20026,-11052,-10388
1630769017902664763,-18744,-10448,-4854
1630769017935592369,-13078,-12162,-344
1630769017968554933,-14558,-3786,-544
1630769018001790580,-22282,-72,-5460
1630769018034962561,-18410,-3864,-5234
1630769018068153375,-14768,-12110,-3144
1630769018101982440,-12172,-10640,-3850
1630769018135170046,-11180,-6620,-2622
1630769018169133027,-11572,-4846,-3228
1630769018206795927,-11394,-3230,-4340
1630769018241656534,-7652,-634,-4900
1630769018274585265,-5956,-1042,-5792
1630769018307834621,-6176,-3482,-7982
1630769018340925768,-8686,-11846,-16032
1630769018374099165,-14748,-21552,-16104
1630769018406691146,-10744,-23572,-14672
1630769018440008210,-7810,-8388,-7564
1630769018473586108,-9692,-3504,-8252
1630769018506805922,-31834,-2416,-27118
1630769018540269153,-32768,2646,18660
1630769018573612258,-6936,10284,-3122
1630769018606959906,2020,126,16228
1630769018640106512,-9390,-8772,512
1630769018673502784,-32446,-24746,-8104
1630769018706602932,-20618,-18646,-2996
1630769018739718912,-9254,-11300,-4220
1630769018772688643,-8854,-4044,-2754
1630769018805928790,-10318,-7280,-5146
1630769018878072839,-11276,-4970,-3986
1630769018927077372,-12478,-11120,-4434
1630769018962423355,-14420,-16234,-7186
1630769018997164378,-15230,-14946,-11866
1630769019032071027,-16578,-18732,-9430
1630769019067826259,-17760,-9610,-7032
1630769019101084240,-17734,-7874,30
1630769019134219012,-23378,-8332,486
1630769019169352453,-26290,-2454,-1926
1630769019202504892,-22822,-4786,-6114
1630769019235795456,-13366,-10240,-2844
1630769019269233354,-11982,-10976,-2974
1630769019303083501,-10626,-8528,-2238
1630769019336050190,-7214,-5806,-144
1630769019369673546,-4572,-464,-200
1630769019402980652,-4186,1640,-2070
1630769019435883383,-5758,2512,-9026
1630769019469396905,-12852,-4066,-27700
1630769019502628345,-21840,-27154,-23024
1630769019536085284,-22122,-16628,-9098
1630769019570056057,-1088,-9782,-3262
1630769019602772954,1344,-302,142
1630769019635524226,-16566,1324,4052
1630769019656384073,-31164,-4388,-32768
1630769019675021711,-32768,-21114,-32768
1630769019693692765,-24876,-18702,-14656
1630769019712499320,-13048,-1146,-1600
1630769019731326499,-3388,4130,8362
1630769019750231304,-4218,1078,6374
1630769019769159066,-12644,-1188,3122
1630769019787912162,-21194,-7322,-1638
1630769019806683717,-26158,-16250,-1672
1630769019825462646,-20928,-18300,-1700
1630769019845733118,-12042,-17280,-5814
1630769019864477839,-7048,-15224,-4294
1630769019883193435,-7038,-10748,-842
1630769019902061573,-9688,-4930,-1736
1630769019920763210,-9688,-910,-2554
1630769019939284598,-11666,-330,-2356
1630769019958140236,-12816,-1828,-1654
1630769019977089915,-13422,-3742,-1158
1630769019995982261,-13534,-5814,-1666
1630769020014740357,-13174,-6838,-4466
1630769020033498953,-12892,-6838,-8688
1630769020052639966,-14044,-7036,-8182
1630769020071530562,-15890,-10384,-5134
1630769020090649534,-15736,-13436,-3410
1630769020109605755,-15098,-13258,-4218
1630769020128265142,-15840,-12280,-6514
1630769020147033655,-16358,-11382,-8960
1630769020165865459,-17836,-12322,-8960
1630769020185613806,-17680,-13326,-9574
1630769020205032111,-16138,-11590,-9788
1630769020223776873,-14584,-11286,-7440
1630769020242601303,-14230,-10378,-5762
1630769020262048774,-17490,-8360,-3956
1630769020281079954,-22356,-6510,-34
1630769020299809383,-27400,-4110,3558
1630769020318570854,-29836,-1884,2998
1630769020337507117,-24246,-4332,-7288
1630769020356724255,-17360,-7468,-10886
1630769020376976894,-13142,-11020,-5984
1630769020395794115,-10500,-11768,-3876
1630769020415266253,-9220,-9632,-3412
1630769020434153432,-9054,-6908,-1840
1630769020453090153,-8708,-5200,44
1630769020472001750,-8462,-3152,492
1630769020491968555,-8020,-1830,182
1630769020511048526,-7980,-998,-856
1630769020529922247,-7948,-604,-2916
1630769020549540010,-8044,-526,-6990
1630769020568712190,-9366,-1088,-13268
1630769020587313119,-9366,-5436,-26202
1630769020606154965,-11024,-11134,-24926
1630769020624902228,-14800,-10446,-13750
1630769020643646324,-17674,-11938,-13020
1630769020662467545,-13820,-9458,-12364
1630769020687418187,-7612,-7122,-10836
1630769020713502121,-6336,-5720,-9894
1630769020739129305,-6990,-1838,-12746
1630769020764508447,-12966,-1030,-16576
1630769020790277590,-22512,-3228,-4806
1630769020815730690,-30050,-4154,-3868
1630769020841741874,-9124,-1528,-7200
1630769020867659684,-9236,-1052,-3456
1630769020893374368,-12652,-2298,-9044
1630769020919042677,-16500,-6820,-4736
1630769020944425027,-14610,-9838,-1794
1630769020970340336,-13592,-10490,-6538
1630769020996547604,-14700,-10504,-5674
1630769021022041038,-14964,-11434,-4778
1630769021047472930,-14356,-10170,-5020
1630769021073291822,-13786,-5880,-4128
1630769021099103173,-13904,-4524,-3452
1630769021124915149,-14408,-3952,-4056
1630769021150599958,-14070,-5826,-4370
1630769021175994559,-12740,-6576,-4922
1630769021201721368,-12144,-6732,-3904
1630769021227462968,-12170,-7016,-3486
1630769021253247611,-13150,-8302,-2778
1630769021278770420,-13962,-8764,-2258
1630769021304224270,-13888,-8892,-2374
1630769021329750246,-14218,-8718,-4014
1630769021355507471,-16308,-8312,-5280
1630769021381076989,-16192,-7282,-3776
1630769021406547923,-15544,-10308,-2992
1630769021432058940,-15974,-11352,-3018
1630769021457786082,-16670,-10898,-4664
1630769021483538100,-18788,-11248,-3742
1630769021509299325,-17476,-10462,-2652
1630769021534946926,-17634,-9736,-5166
1630769021560862027,-18670,-7568,-8248
1630769021586658211,-17694,-7072,-5584
1630769021612105353,-15968,-6728,-2728
1630769021638051454,-16594,-5306,4846
1630769021663773513,-17914,-4886,3012
1630769021690350906,-19560,-5022,-5660
1630769021724795596,-15748,-6546,-6012
1630769021758087160,-13316,-9464,-3736
1630769021791608891,-11828,-7186,-1350
1630769021825274289,-11518,-5046,-2206
1630769021858595561,-10932,-5194,-2794
1630769021891896667,-9604,-3632,-7108
1630769021924733773,-10518,-2718,-9874
1630769021958189962,-10184,-3396,-11390
1630769021993092652,-10142,-8406,-14064
1630769022026172591,-11708,-11382,-13518
1630769022059652989,-9368,-11302,-11338
1630769022092942386,-7460,-7978,-9816
1630769022127077326,-8086,-4500,-12008
1630769022160686849,-25882,-7220,-20594
1630769022196950957,-26178,-5986,4966
1630769022231689814,-10048,13348,-4450
1630769022266751587,-2912,4446,3984
1630769022300864194,-15278,-4368,-4650
1630769022334043716,-23610,-18144,-2940
1630769022367427780,-22442,-12794,-4836
1630769022400720553,-11816,-11420,-3926
1630769022433736950,-12378,-5610,-4286
1630769022466758097,-14104,-1522,-3038
1630769022499287744,-14690,-2530,-4662
1630769022532620934,-12274,-6822,-2634
1630769022565544872,-12174,-7864,-2240
1630769022599951937,-14344,-6636,-2450
1630769022632798876,-15154,-6838,-2572
1630769022666550232,-14644,-8830,-2688
1630769022700064630,-13866,-11032,-4320
1630769022733838153,-15148,-10294,-3738
1630769022767054967,-16932,-9020,-4888
1630769022800487656,-17782,-7902,-3340
1630769022833674387,-19802,-8576,-1552
1630769022867139743,-18560,-8270,-7024
1630769022900038515,-19198,-7180,-8558
1630769022932837954,-16008,-7394,-3772
1630769022966235685,-14498,-7286,3426
1630769022999245499,-17528,-5058,3064
1630769023032001688,-19536,-4808,-6212
1630769023064995210,-19500,-5412,-5824
1630769023098049649,-14150,-7330,-4326
1630769023131117755,-12378,-4170,-1190
1630769023164096777,-10976,-3386,-2326
1630769023197678508,-10152,-3440,-2036
1630769023231000989,-9986,-3378,-5810
1630769023264555261,-9710,-3536,-9104
1630769023297788784,-9640,-4890,-12180
1630769023331043973,-10204,-9538,-13616
1630769023364074704,-13054,-10988,-14818
1630769023397331934,-10732,-10252,-12882
1630769023430182707,-9074,-9268,-11218
1630769023463579563,-7768,-5558,-9436
1630769023496762002,-17726,-5240,-15758
1630769023529974232,-31408,-8918,-23192
1630769023563990464,-20086,6002,6310
1630769023597985820,-1728,12652,-9072
1630769023631262134,-10416,1798,2772
1630769023664442198,-17240,-11308,-6954
1630769023697093762,-24400,-15218,-3450
1630769023730220243,-13650,-11784,-3046
1630769023763349473,-11294,-7308,-3528
1630769023796620454,-13846,-2554,-4408
1630769023829861018,-15448,-2042,-3842
1630769023863243791,-12224,-6538,-3814
1630769023896836397,-11510,-9916,-3716
1630769023929914503,-12794,-8776,-2762
1630769023962715441,-14430,-6050,-3150
1630769023996056006,-14818,-6810,-3342
1630769024028723736,-15524,-7732,-3226
1630769024062029967,-14166,-10160,-3400
1630769024095246114,-14644,-9198,-3464
1630769024129743638,-16016,-9912,-4496
1630769024162605452,-19566,-10356,-2958
1630769024198780351,-19308,-9240,-5198
1630769024233506999,-20394,-8344,-8390
1630769024267101564,-17716,-7416,-5890
1630769024301199254,-14546,-7034,274
1630769024334450401,-17026,-4118,2536
1630769024367578007,-18638,-3852,-868
1630769024400509404,-17906,-4340,-5920
1630769024433982177,-13818,-8912,-5794
1630769024467496074,-12418,-7208,-1454
1630769024500518597,-11686,-4626,-1516
1630769024534069911,-11344,-2808,-1930
1630769024567028141,-10930,-3100,-3804
1630769024599565580,-10846,-2924,-8240
1630769024632871186,-10980,-3430,-10548
1630769024666268625,-11678,-5918,-12780
1630769024700658190,-13218,-11780,-13680
1630769024734357380,-12886,-12472,-13472
1630769024769513195,-8954,-9564,-10334
1630769024802599259,-8150,-6132,-9022
1630769024835550948,-8580,-2406,-7056
1630769024869550971,-17280,-780,-20156
1630769024902233826,-32768,-8694,-28224
1630769024935402974,-25296,234,9620
1630769024968791080,670,6918,-6088
1630769025002046060,-5830,6780,-1488
1630769025035300166,-13880,-10304,-2616
1630769025068975189,-25970,-17660,-5260
1630769025102335045,-15926,-13036,-3544
1630769025135216692,-12058,-7760,-4226
1630769025168041173,-13786,-5770,-3796
1630769025201251112,-16136,98,-3400
1630769025234494634,-15244,-2366,-3450
1630769025268115074,-12956,-9688,-1870
1630769025301341679,-12154,-10274,-3340
1630769025334570993,-13328,-8206,-3828
1630769025368087391,-13934,-6894,-2348
1630769025401634039,-14526,-7360,-1836
1630769025434676811,-14236,-9114,-4564
1630769025467877958,-15258,-9498,-5706
1630769025501265481,-15234,-10096,-1758
1630769025534541795,-18220,-10708,-3118
1630769025567994443,-20392,-9168,-3668
1630769025601494132,-19078,-9604,-6248
1630769025634757696,-19062,-7610,-7858
1630769025668190636,-14974,-6276,-4826
1630769025701855200,-14858,-4582,1878
1630769025735545723,-18608,-4382,2170
1630769025768840412,-20728,-5204,-8268
1630769025802201309,-19738,-6402,-5978
1630769025835480374,-15022,-7256,-3260
1630769025868821688,-12000,-4612,-1518
1630769025903460128,-10360,-2992,-2456
1630769025937342026,-10140,-3400,-2902
1630769025970307965,-9736,-2734,-7028
1630769026005182863,-9200,-2242,-9650
1630769026038228177,-9034,-4294,-13218
1630769026071647866,-10678,-8208,-16628
1630769026106567307,-13978,-8838,-14640
1630769026141193122,-9658,-10356,-14886
1630769026174151727,-8338,-6972,-12052
1630769026211521003,-10574,1430,-13170
1630769026245684734,-23202,-2202,-20614
1630769026281059133,-24404,-8228,4012
1630769026318079200,-2816,6476,-6360
1630769026352985640,-2750,1494,2478
1630769026388686081,-15764,-8564,-5158
1630769026422586812,-23560,-13606,-4060
1630769026455968043,-16898,-10302,-3690
1630769026489917982,-13182,-8492,-3280
1630769026524727506,-12518,-4910,-3708
1630769026557860403,-14390,-2894,-4242
1630769026591396259,-12794,-4358,-3634
1630769026624843615,-12506,-7778,-4250
1630769026657833471,-13284,-7768,-2828
1630769026691537035,-14880,-5552,-1588
1630769026724812599,-14946,-5772,-1384
1630769026757814205,-14994,-6578,-4190
1630769026791190228,-15282,-9628,-6214
1630769026824589709,-15058,-10498,-3702
1630769026857816564,-14394,-10892,-1588
1630769026890758837,-17762,-8766,-4048
1630769026923426150,-20236,-9406,-4916
1630769026956134839,-18412,-10092,-5058
1630769026989453153,-18196,-9088,-7226
1630769027022311259,-15970,-6866,-5638
1630769027056259282,-14932,-5762,-484
1630769027089847846,-16754,-3940,2662
1630769027123084077,-19978,-3426,-7732
1630769027156114849,-19804,-3214,-7232
1630769027189571913,-16066,-4522,-3950
1630769027222730603,-12832,-7426,-2212
1630769027255787458,-11950,-4836,-2236
1630769027289241481,-10264,-4068,-2024
1630769027322990170,-9950,-3102,-4078
1630769027356143818,-9100,-2100,-5420
1630769027389104173,-8774,-2760,-7238
1630769027422251987,-7756,-4304,-16634
1630769027455141885,-14048,-10432,-21436
1630769027488474699,-19710,-14204,-16090
1630769027521216638,-14402,-12164,-13156
1630769027554417118,-10850,-4658,-8454
1630769027587961349,-12110,3562,-6054
1630769027620645580,-24470,1768,-9794
1630769027653783560,-24658,-5728,-8462
1630769027686724749,-15790,210,2200
1630769027719863105,-2856,-1152,4048
1630769027752729127,-9556,-2652,-2084
1630769027785726150,-18294,-12650,-7098
1630769027818933964,-23076,-10956,-3892
1630769027851492402,-11512,-9610,-2034
1630769027884588800,-11208,-5182,-1880
1630769027917756739,-12922,-1142,-3174
1630769027950743928,-14186,-1954,-4600
1630769027983789825,-14558,-6684,-3438
1630769028016766889,-14242,-7212,-2392
1630769028050083120,-13796,-6952,-2072
1630769028083679934,-14264,-8538,-4268
1630769028117808874,-14566,-9834,-6612
1630769028151387938,-15078,-8112,-3176
1630769028185592003,-15208,-9166,-1642
1630769028223083320,-19154,-11234,-3724
1630769028256703510,-19640,-7696,-6770
1630769028290177449,-20810,-9578,-9058
1630769028323947972,-16654,-8826,-4288
1630769028357342078,-15150,-6178,-1522
1630769028390756392,-17468,-2100,1960
1630769028423516164,-22212,-1654,-6208
1630769028457235687,-18258,-5318,-6812
