-22122,-15300,10130
-16566,-3704,-600
-14342,-1220,-8878
-22064,1700,3630
-19824,17230,-1782
-22754,3446,5524
-20806,-5530,286
-8082,-8470,154
-3638,-12240,-2096
-12484,8576,4486
-32768,-2542,2580
-22378,-14422,11264
-14882,-4250,1444
-13348,-3434,-9116
-20828,-2198,3150
-18786,15960,-1222
-19488,10116,8878
-24522,-1872,4182
-10492,-7114,-1588
-3146,-10792,-504
-32768,23198,-4826
-14760,2952,6610
-11760,-9914,-3768
-17246,-2430,13748
-14850,3374,-326
-18142,3456,-4370
-21326,14978,-78
-5588,15038,4918
-32768,-3744,-2868
-12560,-8988,-3538
-2082,-6678,2290
-28202,27332,-17254
-20852,2084,-5216
-10614,-15404,8702
-13840,330,4516
-12410,-1392,-4152
-21440,4060,-2540
-22894,16198,342
-9258,14990,2650
-26724,-4790,-1966
-7644,-7954,-5018
-1948,-11358,-2214
-31262,3202,-4244
-32768,-146,-1024
-10780,-15234,8306
-13632,-2558,2002
-12872,-4896,-8176
-20286,1404,692
-21150,16790,-4386
-31984,10860,200
-23150,-5354,2878
-9448,-8912,-3780
-2318,-9458,-4306
-32396,6232,-5296
-32768,1248,-9336
-13920,-14482,11848
-17180,-1562,1828
-9932,-6574,-4584
-21678,8234,-1968
-21698,20410,3184
-32066,-3212,3210
-20230,-2836,2802
-7854,-7124,-3178
-3028,-11168,-3148
-29550,8652,3748
-32768,-3660,-7412
-19064,-19530,5068
-14564,-4534,2110
-11972,-1540,-5916
-21934,2424,-526
-20144,21204,-1010
-31750,3792,5694
-26068,-4230,4050
-7644,-7492,-3774
-2840,-11384,-2282
-14352,7580,5022
-32768,-7404,-1718
-17908,-8004,11210
-16198,-2524,1480
-10368,-5810,-7026
-23290,3936,2502
-18958,19414,-4984
-31830,-2354,9024
-18624,-5440,1942
-7358,-7876,-2842
-3398,-13036,-2072
-29636,3010,-7912
-32768,-2674,-6080
-15302,-14574,4032
-17316,-6562,14020
-15030,5734,-1538
-19736,3718,-1134
-19048,19564,1074
-21354,27282,-7534
-30160,-3924,1870
-9874,-8884,-4770
-766,-6832,3894
-32768,11864,-19782
-32768,3656,-12944
-15800,-12562,6336
-13428,-6580,5886
-13068,1790,-5548
-22368,7762,-558
-15660,20854,7578
-23684,-378,4784
-24090,-4084,104
-9050,-10118,-5508
226,-14532,-4270
-15840,2846,1562
-32768,-8430,-9906
-18996,-8470,5452
-16570,-2164,312
-12060,-756,-5760
-23518,7450,2262
-15778,19142,-720
-32768,2374,2002
-22366,-6452,1280
-7016,-9234,-6010
-2440,-15412,-3972
-25814,-824,-372
-30788,-5130,-7072
-15658,-13584,5268
-13338,-864,1820
-14092,-2820,-7304
-21856,3904,250
-18354,17906,-2734
-23586,1896,3804
-20188,-5046,1774
-6242,-7736,-4536
-2452,-11354,54
-21396,3250,1684
-32768,1896,-6730
-16132,-16302,8926
-13014,-8000,2528
-13454,-922,-3740
-20170,8,230
-17696,13266,-1108
-11290,14418,2196
-28246,-2088,5110
-11482,-6346,-2874
-1190,-8744,3004
-32768,32767,-29544
-12378,2846,7266
-10712,-18460,4888
-13290,-1332,8570
-16672,4672,-1020
-20120,-536,-1278
-18808,13470,1858
-11222,18388,1842
-32768,-3938,2198
-15162,-7702,-3752
-2434,-7046,1880
-30900,9438,-32768
-10972,1748,9922
-6074,-11872,-208
-15670,790,13222
-15720,662,-430
-15478,-2482,-3634
-24068,3616,1840
-19066,20584,-2186
-32572,-1866,2554
-18670,-5442,-1366
-7096,-7614,-4906
-2798,-9586,-696
-13296,4532,4312
-22558,-11488,-3388
-19360,-4264,12154
-15228,-1588,-1248
-12492,-4562,-4446
-23092,7662,3812
-19564,20618,-3714
-31372,-1914,190
-17896,-6144,584
-5300,-7156,-2260
-3594,-11118,-486
-14202,5970,4448
-19534,-4636,-5320
-15756,-13364,5698
-15174,-4608,-1318
-12954,-3788,-5116
-21640,2326,1230
-17982,16022,-5140
-23746,-4790,2886
-21902,-5494,1168
-7020,-7172,-2346
-2900,-13384,-2426
-20800,5596,1514
-32768,5392,-13444
-14368,-17028,3496
-12474,-4498,496
-13124,-4330,-9338
-21026,-1418,924
-20324,16654,680
-18348,13440,2270
-27556,-2692,3298
-10832,-7298,1442
-2876,-16552,-162
-32768,24124,-7896
-29730,5176,-10452
-15798,-17870,3048
-14054,-7944,5578
-16114,2530,-432
-21056,4508,-3222
-17776,15088,-4226
-8720,16000,8002
-27984,-2684,2188
-12102,-8392,-7216
-2710,-8692,596
-32768,31696,-11720
-26460,7018,-2806
-10324,-11620,-878
-12296,-2860,4256
-12496,-3024,-2782
-19938,-2180,-2646
-23712,9456,-1072
-25254,5394,-5850
-27666,2262,-4606
-13394,-4082,-2030
-3124,-8952,3908
-32768,27382,-16054
-13172,3482,4996
-14024,-19338,2566
-11698,-4272,11750
-17136,4960,-1712
-19890,-4968,-494
-19382,10650,3872
-17952,15814,-4146
-32768,-3990,4710
-16470,-6626,-1828
-4326,-8880,-34
-14662,-5294,-24040
-11792,-734,3986
-7660,-11690,2120
-12068,-3072,5726
-16576,3024,-2536
-18930,-1054,-2184
-21762,11850,3840
-15850,16658,-3524
-32768,-3492,-4392
-13658,-6738,416
-1982,-7644,3514
-24164,18818,-32768
-32768,-2026,-3216
-14370,-13042,-1410
-13866,-2102,12276
-12460,-2050,-6502
-17498,1102,1774
-19596,3810,3968
-22866,7784,3824
-27964,-10222,-214
-17368,-8026,-2718
-7080,-7588,-1814
-6522,-10014,3774
-21542,-2708,-7136
-19290,5088,1322
-15826,-9334,-7086
-14258,-5308,5790
-13724,3562,1040
-18652,-5550,-3456
-14348,3006,-558
-17304,4398,-1426
-20820,12970,-784
-15000,-2998,2040
-25018,-8804,2808
-8356,-8178,-2466
-5566,-6882,-8066
-32768,24204,-9574
-9962,-642,4194
-24604,2926,-2872
-19428,-3026,11666
-13790,-2260,4314
-17822,1942,-1984
-17966,3256,1930
-22338,13182,-4490
-18516,-6462,3364
-24364,-6724,5980
-10596,-6882,-46
-6968,-11194,-4902
-29218,15892,-13384
-7026,-720,2684
-18082,-6692,-7474
-18022,-12354,8306
-15102,1238,812
-16206,-2542,-4162
-21788,1822,3328
-21398,16740,-8418
-25886,-5332,5322
-21600,-2076,4250
-9346,-5054,-888
-6130,-9914,-2558
-32768,14226,-14184
-26596,3874,1376
-9852,-11332,-3792
-14638,-6378,19506
-10886,996,-6494
-18756,-284,-524
-22440,9372,6402
-15832,16744,-4896
-32768,-3004,-844
-13252,-5952,-116
-3994,-6830,434
-6806,-5836,2046
-12204,-878,6892
-22360,-8696,-5718
-14398,-15606,1048
-15462,-2632,-1642
-13710,-3424,-7634
-20478,784,1258
-18918,15396,116
-19126,4904,-2914
-28768,-4016,1846
-11500,-5740,-1422
-4734,-9630,-1148
-28184,14786,-12506
-25138,8100,-12810
-9462,-16170,438
-10698,-6316,5420
-13210,272,-3664
-17904,-3372,-602
-20908,10832,2010
-14796,14680,6742
-32768,-2388,-1090
-15638,-7018,3548
-5524,-10534,964
-8398,-6480,-18952
-15594,3730,10410
-27228,7202,756
-21910,-5416,2808
-15708,-46,1824
-14948,530,-4420
-16188,1770,114
-18958,10716,-3386
-21094,17096,2096
-32768,-3252,132
-14580,-3860,-506
-7244,-10064,-892
-13364,16866,-18310
-10576,5178,6580
-16882,604,3786
-22204,-4442,6978
-17172,-5282,1970
-13246,-1444,-1190
-18868,3468,-906
-17514,7938,606
-23378,17960,-9974
-20116,-11220,7558
-23870,-5894,3378
-7748,-6306,644
-6800,-6052,-2992
-26434,14476,-6576
-18282,10074,-13558
-7728,-13840,2956
-14108,-7326,4728
-16520,1118,-274
-19188,4766,-5220
-19508,-102,5384
-19046,11490,-3948
-17832,12392,1724
-26786,1758,886
-13840,-5060,740
-4032,-8254,-3468
-12400,23954,-1872
-9936,4500,8728
-23604,-1670,-5012
-23472,-11784,578
-16184,-3638,4250
-17474,-624,-1114
-17968,-902,-4280
-19318,8726,7594
-19930,9658,-4846
-32768,2344,-2826
-15952,-3380,-2008
-6340,-6958,-1760
-10628,7536,-4674
-13596,-3728,8602
-21374,-10066,656
-19318,-9448,7440
-13318,-1572,-58
-14654,4226,-6410
-17298,3484,6246
-16872,17566,-5190
-10812,16294,-1266
-32768,-8564,2352
-11838,-5216,1214
-6546,-10642,-3772
-26846,26016,-13972
-4724,-972,2588
-9740,-6602,5230
-29990,-1314,11596
-15458,5736,-2014
-22088,5808,-5992
-19214,17772,9688
-3892,32767,348
-32768,-6382,-424
-14322,-10810,-7024
-1312,-7144,896
-3106,-8300,8984
-11004,-380,5818
-8200,-13914,2288
-19610,-8328,10372
-12736,676,24
-18484,2408,-8882
-20660,3502,12796
-19354,21584,-19924
-25178,-8004,7694
-26326,-10010,4362
-7600,-7920,-948
-4648,-8924,-4118
-20850,5222,2814
-32768,12414,-14830
-13528,-11404,1924
-15118,-4446,3146
-11732,-192,-4432
-19984,1550,-2144
-17222,11578,3596
-14510,15850,-1756
-32768,-3388,6120
-13570,-6468,-4170
-3152,-8086,632
-21912,10064,-19674
-7278,-2166,7240
-10048,-11150,-4574
-16626,-16660,12508
-17146,-58,-1020
-14086,-2914,-7298
-20912,6772,1110
-19232,20394,110
-30710,-4308,10932
-20344,-5650,-4306
-5646,-7150,-4388
-2490,-12376,-1828
-29130,4588,162
-32768,10840,-4216
-14458,-7186,2748
-12950,-6576,514
-12804,-1320,-6046
-18498,652,2324
-17920,11706,3338
-13216,14260,2368
-29036,316,472
-14100,-6782,-1358
-2758,-8382,3894
-32768,27290,-16690
-8218,2252,8038
-9894,-14490,364
-11998,-2840,10604
-16754,2520,-1810
-16594,-4666,-4460
-22064,6802,2670
-23916,17568,-8324
-29250,-7440,5018
-16718,-7326,632
-6484,-8544,-4084
-5024,-4094,3728
-13610,804,4440
-32768,-2694,-3964
-17332,-16714,7230
-14898,-3660,1630
-13334,644,-5356
-18686,1426,-1592
-17542,9770,3160
-17054,11964,-2756
-32768,-8706,2790
-11468,-7996,-2890
-1946,-10014,250
-32768,23478,-18602
-18636,1772,-10848
-14820,-9756,-76
-14582,-3340,14332
-14080,-218,-480
-18582,2878,-2836
-22156,6112,6206
-22192,16340,-9744
-24568,-10590,-270
-19032,-8326,1350
-6828,-8766,-108
-7118,-11218,-2220
-19170,13052,252
-18934,12378,-8996
-12102,-6388,-190
-10444,-10786,3240
-11740,2410,660
-19246,7934,-2388
-17170,22870,-760
-31850,-11766,2114
-22530,-7272,-4290
-6312,-4638,744
-6178,-7466,-832
-32768,24414,-3936
-5716,14310,3694
-12106,-13640,5282
-17574,-8382,13798
-14032,6162,-1228
-15034,-1428,-2842
-21802,1590,8936
-21158,19908,-23616
-21608,-8162,12010
-20844,-5106,1346
-9924,-7820,-4914
-5466,-8834,-4764
-30044,19866,-106
-24318,4996,-10188
-20110,-11872,5332
-13344,-1872,3210
-16272,4056,-2572
-18206,-2874,6680
-20622,6484,6376
-22798,20628,140
-25400,-4926,602
-18296,-7500,-540
-7298,-6838,-1996
-7250,-13024,-3812
-23022,5572,2894
-32768,13076,-16410
-12928,-8174,6792
-16142,-2680,-278
-11634,4802,-392
-18164,3726,978
-18722,10428,-1944
-20084,18124,-3336
-32768,-3652,1236
-12862,-7794,-2290
-3516,-6694,68
-16054,31646,-17064
-10520,-800,6074
-11458,-10892,-3738
-20410,-16974,15948
-17214,-588,-108
-15766,-1868,-4658
-20414,686,2476
-19900,17966,52
-29276,-7998,7404
-24170,-6758,1144
-8460,-7462,-2782
-3534,-13140,2030
-29236,22532,-3558
-32768,10300,-9718
-15810,-11836,-164
-14412,-3318,6852
-15314,2162,248
-17954,202,-2178
-21992,7906,4510
-20040,19042,-2824
-32174,-4076,2972
-17596,-5302,2728
-6488,-8022,52
-4136,-10376,-2542
-14672,1832,1070
-24450,4860,-3510
-16922,-10230,2628
-14954,-4954,-290
-10908,-1500,-3930
-18854,3362,276
-18198,13616,4084
-14586,13822,-9784
-23876,-2622,488
-10478,-7292,-4362
-1804,-10704,1854
-32768,18588,-17882
-22300,5486,-8184
-18292,-14424,6122
-11942,-5340,17016
-15408,3194,-1642
-19114,-1584,-4498
-19034,9478,3204
-20254,18330,-870
-32202,-3962,-2170
-16930,-8726,420
-3538,-8916,1162
-6712,-6138,-27162
-13328,-2148,4268
-19806,-402,-5942
-17930,-14172,6468
-16436,-2458,810
-13772,-2904,-6666
-18816,1922,-1194
-22024,17658,272
-21308,826,-314
-25008,-6038,-2464
-9064,-7526,-9002
-2240,-6964,-124
-26518,20264,-5794
-15376,7632,3104
-16226,-12886,614
-11932,-5978,10782
-11398,648,-4702
-18208,-1124,-2454
-20068,7712,6424
-20660,16820,-5834
-32768,-3322,1052
-20290,-6660,4202
-7040,-7794,-742
-5570,-18818,-1074
-16558,-5176,-1648
-31952,-234,-2054
-13922,-15892,2728
-13828,-2686,1068
-11950,-3282,-4766
-19572,3916,-396
-16724,11370,2570
-15474,13726,-5798
-31564,-3520,3120
-10962,-6634,-624
-4290,-11406,2508
-32768,21024,-17116
-7952,-3944,944
-17848,-10004,-5686
-14116,-10214,20870
-17396,1808,-1046
-16278,-2090,-4162
-20558,6626,2778
-19720,17942,-2110
-27394,-3790,5664
-24922,-6488,1970
-6250,-6572,1174
-4292,-8840,-2860
-22400,8100,1820
-32768,1554,-290
-16636,-12720,6958
-18054,-2274,6386
-14542,-4838,-8092
-18132,1460,2332
-17760,10128,-1044
-15268,11704,-3050
-31282,-748,5866
-9754,-7288,-642
-2142,-12258,-1442
-32768,32767,-32768
-5094,-5322,9040
-14530,-8598,-5170
-16008,-19936,16146
-13650,-2868,292
-16720,444,-3888
-21444,-60,1520
-22820,15040,-5720
-20012,-9852,10944
-24836,-3110,4560
-9058,-7930,-788
598,-15394,-3670
-32768,8498,-3752
-32768,-13488,-902
-11716,-16510,3890
-17414,-4978,-718
-12588,-6396,-1194
-18308,1688,-1330
-18822,7264,-780
-23076,14072,-5100
-27808,-1304,-2480
-13920,-7938,160
-3842,-9334,542
-9328,-6552,-6026
-10866,-4212,2960
-24436,-9436,2556
-15226,-15994,7150
-15744,-3142,-996
-12980,-3946,-2412
-19242,1384,304
-20392,13438,-2556
-18050,-4834,-988
-28674,-4078,4426
-11274,-7892,-1584
-3294,-11238,-302
-32768,14574,-17462
-17294,1434,6242
-15550,-7470,-3294
-13854,-7298,14834
-13532,1170,420
-17782,1252,-2278
-20904,7306,4468
-20142,16988,-3540
-31760,-558,632
-19088,-5720,-2580
-4424,-7240,-30
-7430,-5286,-2226
-15436,4968,1152
-32046,540,-4750
-16882,-9408,2158
-13832,-4010,8104
-12866,-3904,-1146
-18408,2302,-2110
-20322,12680,3410
-16614,-3628,1728
-23104,-346,1056
-10304,-7214,-966
-2372,-12054,2792
-32768,16836,-16060
-24706,4672,-3150
-16324,-11514,4206
-12020,-5302,15706
-13298,1688,-1442
-18840,1358,-1630
-18624,9902,5234
-18234,17524,-6608
-31040,1108,-1774
-16166,-3596,-1550
-4758,-6440,1366
-10408,-6604,-8322
-12116,4006,5464
-28584,126,-9608
-22260,-2918,5986
-16060,-2774,276
-11238,-2756,-3594
-18706,4974,-854
-19546,12232,3480
-16234,15554,-2448
-28294,218,1924
-16344,-6860,-788
-3440,-7618,4366
-11280,-1342,-29656
-11868,4708,12614
-14768,-11698,-2142
-14104,-7490,18256
-14682,1520,1536
-16542,-3730,-3040
-21290,2962,2928
-22860,14686,-6474
-26638,-306,6284
-19404,-3310,2270
-6292,-7430,-1586
-2724,-12618,-3516
-20672,12370,1464
-32306,3566,-2770
-17204,-15288,7894
-15700,-5986,3280
-14720,1800,-1574
-18004,3002,-2570
-17800,9472,3566
-18344,15880,-5266
-32768,506,1214
-16432,-5596,-632
-3116,-8918,2764
-9628,2590,-27488
-11452,1332,7688
-8644,-13106,-190
-13934,-13810,16710
-16880,2078,514
-15682,-2420,-4588
-19822,6534,2700
-20196,14722,-2526
-23980,-8410,4508
-21670,-4832,4166
-8284,-8124,-2320
-1662,-15126,-2842
-32768,8174,-6262
-32768,9262,-16308
-14288,-13102,-280
-14370,-3840,7656
-10206,-530,-3390
-17278,3788,-2802
-19480,11142,4848
-15192,14064,-2300
-32768,-618,-4284
-17478,-5990,-872
-4010,-8718,1136
-6912,-4268,-5434
-11266,-4114,16740
-10646,-6476,242
-20854,-11120,17026
-14416,3432,-6394
-14884,5216,3838
-16140,14608,1110
-13354,19852,7714
-31482,-1742,-6400
-23334,-11204,-5734
-3540,-7204,-5342
-1158,-262,-5570
-14028,9372,14904
-7320,-13848,-2028
-21646,-12840,17110
-15860,1220,2270
-15482,-762,-1382
-22584,9352,6784
-1206,24886,9946
-32768,-7072,-2432
-13122,-8240,-390
-908,-6396,1662
-12744,-5088,-32768
-11622,10274,-4722
-17828,-18834,4500
-12692,-4376,14714
-13394,4524,-2836
-17918,1596,-5606
-21154,13050,-1006
-16422,19030,22490
-32768,-3792,-1542
-15078,-8964,936
-1228,-11514,3034
-6604,2634,7064
-15662,-3610,2052
-10904,-13332,2658
-12124,-4194,15386
-16794,2576,-28
-14876,-712,-5536
-20648,4572,2020
-22554,17402,-5440
-25018,-5962,1278
-20736,-9584,2780
-8014,-9388,-2496
-2872,-11794,-2402
-19040,13168,-938
-32768,1566,-9584
-18846,-15752,9462
-14024,-6250,2818
-14204,-86,-3102
-19422,1396,-3178
-17220,9744,5330
-17730,15110,364
-30274,-2578,-214
-16902,-8428,1690
-6786,-8814,-2484
-6358,-5720,-5160
-13808,5324,5416
-32768,1572,-4980
-18586,-12282,9396
-16690,-2540,3002
-14728,-5388,-5618
-21308,3084,-666
-18234,9274,846
-20670,11694,-1222
-32464,-1786,5704
-15606,-6456,2334
-4568,-9756,-72
-14516,880,-11728
-13892,330,8224
-13052,-5140,-3896
-14386,-11778,11930
-16624,-1528,872
-14752,-2448,-5928
-20134,1710,2908
-18240,14328,-670
-20760,11780,3104
-29304,-2524,2868
-11234,-7662,340
-2000,-11304,-350
-32768,24116,-14230
-15454,496,838
-16516,-12886,3620
-13758,-2948,12132
-13028,2208,-5500
-19166,1956,-1524
-17216,7966,6414
-20974,15884,-5232
-26508,-6896,5204
-17190,-8220,478
-5576,-7800,-280
-3332,-10036,-2768
-15180,2088,3252
-30766,6878,-8958
-18496,-11492,4624
-15722,-3352,1090
-13370,-418,-3414
-18668,3238,120
-18728,11316,3006
-17572,12622,288
-32476,-1020,2478
-13418,-6758,2722
-3264,-10168,2288
-12274,20910,-21198
-10510,3252,4952
-13030,-11634,434
-14942,-8572,14632
-14140,1216,218
-17338,266,-2662
-20826,6906,212
-20742,18768,-5768
-29428,-6848,1306
-19060,-8364,2128
-7082,-7746,528
-8074,-10620,-6386
-13924,-522,6568
-26418,1426,-2374
-15964,-15868,7372
-16322,-2740,1346
-12062,-3274,-3490
-20468,1930,-1130
-18404,10422,1772
-16968,13246,-160
-30318,894,3016
-12178,-6676,1356
-3510,-9876,2432
-16128,27520,-29670
-11690,-1140,5662
-14608,-7986,66
-12858,-6810,13972
-14330,1570,14
-17252,786,-3526
-18742,5910,3056
-20196,14874,-930
-23536,-9212,1210
-22182,-6098,326
-8502,-7012,-778
-4434,-11910,26
-32768,17348,-15280
-21462,4284,-1886
-11734,-8014,-2240
-12894,-5662,18142
-14162,1284,-2504
-17280,-78,406
-20242,8006,5454
-18952,16462,-8318
-31062,-4982,2686
-15190,-5744,-284
-5584,-8696,214
-8728,-5640,-23082
-14282,-2244,3286
-16184,-2276,1588
-15168,-18186,6876
-16866,-2360,1050
-13650,-968,-6184
-21210,4390,144
-18916,13866,-66
-22116,-2652,-68
-26454,-6304,3298
-9464,-7250,-1024
-5768,-10412,436
-32498,22282,-15284
-8280,-220,7284
-10580,-3954,-4732
-17200,-14262,12962
-18366,8,2566
-14832,-2642,-3046
-20968,1742,-1688
-22080,15096,-4926
-19622,-4806,9768
-24232,-7642,6902
-7496,-7824,-3020
-2028,-14520,-2932
-24552,17936,-2404
-24434,10402,-3738
-15610,-6512,-922
-15690,-7328,14852
-13976,-428,-1436
-19572,-1016,-3658
-17800,7910,6184
-22226,14952,-4704
-27884,-7806,1274
-18152,-9590,338
-7948,-9504,-1814
-5648,-11238,-2572
-23712,7342,-4306
-30578,3316,-3926
-19768,-10922,2440
-14324,-5924,11678
-13008,-1372,-4324
-18624,72,-736
-20402,7408,4592
-15360,14798,-3206
-29958,1438,-16
-16382,-5880,-1106
-3364,-7242,5112
-9336,8562,-28212
-11006,-5060,3524
-25708,-7020,-7572
-14702,-14712,3490
-15882,-3012,-906
-11460,-1408,-2524
-19758,5190,3226
-18818,11196,-1914
-20396,932,-8788
-28248,-3418,3472
-12898,-7378,156
-4258,-9548,492
-32768,20374,-21696
-16720,-478,3390
-15124,-5454,-780
-15024,-7886,11062
-14200,2868,806
-16646,588,-2320
-20940,7392,3602
-21572,16304,-5982
-23926,-7760,3400
-21582,-7372,2010
-6842,-8262,-596
-3316,-14488,-1226
-20622,-3544,-1656
-32570,1754,-17912
-17946,-11194,4238
-16204,-3246,8574
-12594,2512,-3216
-18548,5748,80
-17874,14224,6706
-6536,25742,6222
-32768,-7224,-2664
-23034,-9592,-2308
-5294,-8534,-4100
-1724,-9702,-570
-12440,-3288,5122
-14138,-7990,146
-12244,-15942,7982
-15098,-1720,-282
-12706,-5856,-4228
-21420,8668,2608
-20414,21676,1670
-32012,-5988,2008
-21576,-3236,-36
-8538,-8390,-2916
-2474,-9362,-6552
-28246,8250,-7896
-32768,12568,-9096
-18766,-13322,7918
-14566,2192,-62
-12048,212,-4032
-21652,8202,-458
-11810,12992,3702
-32768,-6834,550
-23216,-4172,2534
-11470,-10824,1222
-2816,-15244,-2196
-32768,18548,-25028
-24196,2478,5608
-11418,-12832,9112
-14926,-4964,9092
-12052,-3402,-8390
-18204,2438,-5956
-20754,9524,2812
-19628,16054,12600
-32696,-3024,13480
-15118,-9298,5866
-9484,-12694,-6260
-17430,9394,-11728
-13282,-8896,1272
-17858,-5930,710
-15382,-11948,13010
-17432,1940,-1802
-12196,258,-1744
-19980,3702,-2524
-17876,7120,334
-20850,13240,-2204
-31762,-9744,8520
-18718,-8978,4618
-9364,-8942,-2934
-7500,-9228,2192
-27734,6648,510
-22292,4824,1828
-15416,-4246,-6340
-20624,-6750,6372
-11776,-766,-2488
-17012,1968,-1618
-18768,1772,1502
-25052,7590,-2152
-16970,5162,2090
-28732,-2140,10030
-12540,-7842,2336
-7810,-9226,-8214
-9614,776,4494
-18614,9158,4364
-27582,9378,-5764
-16026,-5382,-4424
-18098,-5148,8126
-14112,578,1396
-19974,-2732,-4858
-20352,7522,6492
-20894,14528,-1616
-28896,-4252,208
-18156,-7274,-452
-4194,-8306,-1604
-10446,-3340,-17506
-19400,4670,2714
-21652,2020,-3650
-20242,-15822,480
-15024,-5226,8472
-15520,390,-1346
-17524,-1390,-1822
-20240,1980,6358
-23662,16184,-1918
-23666,-5048,72
-23544,-6072,-148
-12032,-4210,-13196
-4786,-4064,-1486
-17328,12148,-912
-10402,-546,1448
-15954,1118,6172
-21994,-3406,-184
-17928,-2884,2856
-14210,3304,2444
-15268,-2206,-2890
-15862,88,3432
-21086,14298,-844
-23162,11814,-4456
-26926,1654,-1074
-12632,-6328,-6850
-4674,-9954,-2454
-9146,11570,1552
-17676,18860,17164
-24654,10504,-10984
-16572,-10888,5408
-14760,-9760,5660
-10818,-188,12
-14834,-5658,870
