T,X,Y,Z
1629807801623084302,2098,5048,19526
1629807801642575776,2072,5472,17306
1629807801662119293,1878,5576,18504
1629807801681341309,1776,5660,20030
1629807801700495159,1464,4940,20094
1629807801720889301,1896,4836,17198
1629807801740576901,2362,4824,13676
1629807801760076542,2424,4560,11152
1629807801779502267,2634,4970,9332
1629807801798637449,2978,4912,8314
1629807801818917966,3540,4048,8704
1629807801838230149,3854,2798,10688
1629807801857466082,3636,2060,12834
1629807801877010890,3522,980,14372
1629807801896202948,3542,550,15450
1629807801916006840,3478,434,17150
1629807801934829689,2918,132,18738
1629807801954273914,2392,-58,19172
1629807801973586680,2326,-420,17874
1629807801993263196,2886,-1090,15784
1629807802012743004,3126,-1626,14124
1629807802032224769,3172,-1852,12454
1629807802051836952,3304,-1956,11170
1629807802071265384,3512,-1968,10178
1629807802091129483,3922,-2196,9228
1629807802110442789,4382,-2426,8692
1629807802130264972,4596,-2536,8752
1629807802149609904,4850,-3100,9126
1629807802168879710,5330,-4974,9818
1629807802188985060,5082,-6010,11216
1629807802208025825,2924,-4662,16624
1629807802228362799,-1078,-1792,25608
1629807802248120773,-3846,1322,31056
1629807802267379996,-4200,3282,30860
1629807802287616596,-3208,3760,25298
1629807802308488487,-1992,2500,18552
1629807802329794337,-938,570,13304
1629807802349251561,372,-990,10300
1629807802368190284,1450,-2102,9436
1629807802387897758,1978,-2598,9902
1629807802407786399,1846,-2294,11438
1629807802427251456,504,-856,12414
1629807802446604554,-154,86,12088
1629807802466322695,-228,622,11074
1629807802486103127,-2,1092,9822
1629807802505733309,824,1004,8912
1629807802524912824,1754,464,8598
1629807802543999381,2578,-56,8890
1629807802563948605,3264,-286,9726
1629807802583309121,3612,-190,11036
1629807802602475261,3748,438,12254
1629807802621735151,3572,1268,13578
1629807802641215874,3224,1976,14634
1629807802660738807,3046,2438,15782
1629807802680025905,3026,2488,16146
1629807802699118253,3314,2288,15810
1629807802719060519,3526,1930,15736
1629807802739474369,3512,1386,16472
1629807802759703551,3622,1064,18646
1629807802778865441,3642,176,20156
1629807802798386248,3072,-756,21306
1629807802817564180,2052,-2068,24656
1629807802836864654,120,-3028,28842
1629807802856765253,-1742,-1834,31312
1629807802875775643,-3050,-48,30056
1629807802894979200,-2420,-240,23222
1629807802914547173,-1696,-1700,14552
1629807802933711730,-476,-2788,7780
1629807802953382871,2008,-3802,4114
1629807802973070511,3960,-4474,2576
1629807802992180443,4862,-3648,3780
1629807803011522083,3434,-1852,7168
1629807803030738639,1688,-590,11026
1629807803051945321,726,612,11958
1629807803071810544,586,1728,10120
1629807803090760058,436,2654,8944
1629807803110326198,22,3346,9140
1629807803129881754,-162,3508,9642
1629807803150020102,174,3494,9460
1629807803169706366,792,2894,8530
1629807803189196714,1596,2120,8260
1629807803208727687,1970,1148,9170
1629807803229565494,2046,518,10296
1629807803249549342,1854,-138,11578
1629807803269111398,1686,-564,13218
1629807803288294371,1340,-1196,15854
1629807803307667927,872,-1848,18510
1629807803327452775,1042,-2378,19290
1629807803346698247,1992,-2942,16356
1629807803366031761,2512,-4514,15024
1629807803385207526,2312,-6062,18022
1629807803404434165,1376,-6496,22330
1629807803424374388,-296,-4816,27282
1629807803444221694,-1726,-1432,30302
1629807803463560042,-2032,528,28222
1629807803482846764,-2032,286,21912
1629807803502320654,-1226,-870,15322
1629807803522085543,-382,-2288,10420
1629807803541108391,912,-3796,8394
1629807803560466822,2378,-4690,8114
1629807803580253295,3458,-4718,8854
1629807803599518017,4122,-4372,10318
1629807803619115074,3798,-3344,11196
1629807803638159963,2528,-2292,11324
1629807803657340727,1804,-1244,11806
1629807803677562783,1306,-86,12322
1629807803697657340,786,636,13158
1629807803717030271,660,770,13230
1629807803736949119,834,890,12854
1629807803756266008,1208,1122,12322
1629807803775803773,1662,1470,12146
1629807803795516621,1946,1926,11914
1629807803814577010,2244,2272,11462
1629807803834206066,2550,2722,10876
1629807803853603330,2778,3190,11040
1629807803872957011,2914,3358,12250
1629807803892842026,2854,3290,13596
1629807803912139582,2424,3248,15390
1629807803931206679,2182,2990,18132
1629807803950289943,1984,2990,20396
1629807803969797291,1228,1836,24028
1629807803990303139,78,48,28462
1629807804009657112,-1336,48,32216
1629807804028770125,-2956,-30,32767
1629807804048144305,-3354,960,27534
1629807804068525569,-2376,-962,18646
1629807804088410667,-2112,-962,10918
1629807804108488889,-1308,-2946,6542
1629807804127748694,894,-2946,5048
1629807804147885583,2922,-2554,6402
1629807804166954179,3714,-1686,9576
1629807804186734526,2744,-198,11536
1629807804205948498,1136,-198,11224
1629807804226095804,628,1268,9376
1629807804246218526,596,1900,8288
1629807804266109998,478,2946,7910
1629807804285490720,276,3568,7974
1629807804305030525,2,3974,8090
1629807804324282372,18,3974,7984
1629807804343213885,170,4116,7394
1629807804363737107,630,4048,6938
1629807804383058121,1290,3704,7638
1629807804402255592,1872,3140,9330
1629807804421413231,1978,2290,11218
1629807804440394869,1994,1534,14030
1629807804460047507,2014,998,17204
1629807804479256146,1624,592,20612
1629807804498367701,1182,-84,22090
1629807804517597089,852,-470,21228
1629807804537182561,1124,-332,19798
1629807804556882491,1390,-1138,20722
1629807804576194255,1510,-2680,23408
1629807804595463518,1232,-3956,27844
1629807804614450948,124,-2718,27844
1629807804633850669,-1568,374,24552
1629807804653946933,-2384,1300,15942
1629807804674073531,-1936,578,8706
1629807804693982253,-410,-558,4990
1629807804713624100,1750,-2268,5452
1629807804734066447,3416,-3296,8990
1629807804754218170,4032,-3608,13446
1629807804773615141,3528,-3188,15078
1629807804793066905,3010,-3094,13638
1629807804812113793,3076,-2314,10962
1629807804832219140,3144,-1222,10126
1629807804851473320,2822,-410,11276
1629807804870856125,2378,-30,12316
1629807804890689222,2388,92,13072
1629807804909751444,2516,98,13316
1629807804929521999,2438,24,12710
1629807804949172513,2560,396,12226
1629807804969215694,2446,684,12030
1629807804988643332,2226,1168,12030
1629807805007927304,1988,1706,11876
1629807805027760317,1884,1982,11876
1629807805046686704,2008,1966,11010
1629807805066058675,2256,1664,10390
1629807805085144604,2508,1740,10784
1629807805104506825,2508,1676,12222
1629807805124380838,1358,1264,13798
1629807805143756392,-826,1290,18150
1629807805162986071,-3596,1440,26380
1629807805182297292,-6004,1622,32767
1629807805201445513,-6666,2536,32767
1629807805221342109,-6428,2398,32767
1629807805241574039,-5356,1152,25546
1629807805260653551,-4458,-1446,14204
1629807805279662022,-1830,-3124,6722
1629807805298723451,1298,-3620,3340
1629807805318613880,3842,-3860,3446
1629807805337937060,4206,-3290,6306
1629807805357129030,3480,-2226,9832
1629807805376180126,1266,4,11436
1629807805395299972,480,1186,10402
1629807805414872860,714,1410,8852
1629807805433978914,948,1694,8502
1629807805453329010,614,2056,9364
1629807805472517772,614,2162,10514
1629807805491995368,1110,1754,10492
1629807805511690964,1790,1108,9870
1629807805530797560,2054,844,9504
1629807805550086572,2128,968,9480
1629807805569587127,2124,604,9524
1629807805589064473,2052,302,10144
1629807805608644819,1706,-78,12368
1629807805627925248,1162,-498,15074
1629807805647125177,268,-478,18146
1629807805666691440,268,-336,19536
1629807805686973620,-1186,-1172,19558
1629807805706597007,-1724,-3212,20912
1629807805727460021,-2644,-4726,24320
1629807805747402617,-3784,-4708,27572
1629807805766748588,-3976,-1804,29540
1629807805786634434,-3686,1008,27006
1629807805806242531,-3492,892,21770
1629807805825668251,-2882,-496,15072
1629807805844835556,-986,-2630,9722
1629807805864092110,1662,-4746,6288
1629807805883874373,3986,-5678,4768
1629807805903273844,4904,-5142,5844
1629807805923039856,3894,-4136,9118
1629807805942487161,2000,-2708,11304
1629807805961836757,2000,-1750,12928
1629807805982132353,316,-1018,14600
1629807806001435116,-586,340,16284
1629807806020738669,-586,1292,16148
1629807806040133598,-1344,1562,13910
1629807806059292609,-742,980,11678
1629807806079344080,566,380,10562
1629807806098728883,1464,196,10350
1629807806118025729,2038,836,10884
1629807806137481115,2096,1550,11552
1629807806156725585,1836,1910,11854
1629807806176540764,1696,2056,11522
1629807806195877859,1764,2176,11170
1629807806215394705,1674,1968,11716
1629807806235766217,630,1564,14790
1629807806257077772,-798,1320,19870
1629807806276326742,-1714,-20,22948
1629807806296501254,-1592,-2258,25324
1629807806316030349,-1592,-3188,28796
1629807806335328444,-1322,-2404,31734
1629807806355459332,-2780,480,30264
1629807806375063427,-2520,1456,24554
1629807806394724480,-2226,1494,16282
1629807806414305451,-2226,1378,8368
1629807806433465504,-998,1236,3840
1629807806453042183,978,340,3188
1629807806472444069,2852,836,6422
1629807806491953456,3828,26,11248
1629807806511216468,2848,1584,13562
1629807806530347313,1412,2868,12948
1629807806549863075,298,3108,11286
1629807806569437003,-72,3286,9792
1629807806588881349,108,3278,9692
1629807806607885194,-120,3268,9594
1629807806627090247,-318,2968,8946
1629807806647500384,-72,2406,8648
1629807806666447229,672,1822,8994
1629807806685773783,1352,1778,9242
1629807806704715461,1800,2264,9448
1629807806724268931,1904,2532,10434
1629807806745010444,1898,2684,11532
1629807806764300414,1958,2824,12626
1629807806783461426,1996,2808,13366
1629807806802322645,2018,2808,14584
1629807806821976616,1778,2184,16332
1629807806841609336,1536,1490,18938
1629807806860748556,1046,1490,20114
1629807806879970568,56,1444,21928
1629807806899424329,-906,844,24458
1629807806919059925,-1244,-818,27592
1629807806938465270,-1584,-2132,31154
1629807806957368698,-2100,-1256,30112
1629807806976301085,-2982,790,23578
1629807806995328263,-3038,902,15474
1629807807014996483,-2886,-1034,9164
1629807807034614786,-1676,-2546,5760
1629807807053944338,-134,-3824,5748
1629807807073649725,1570,-3928,8216
1629807807092969694,2328,-3888,11378
1629807807112902414,1748,-4278,11378
1629807807132018425,1350,-3256,12908
1629807807151506894,1016,-1614,12926
1629807807170717780,508,-458,12674
1629807807190149041,500,268,11958
1629807807210565428,818,886,11510
1629807807230471023,1134,790,11770
1629807807250680284,1488,410,11510
1629807807270687046,1642,560,11534
1629807807290247265,1700,792,11694
1629807807310205235,1792,1154,12134
1629807807329342954,1788,1794,12134
1629807807348322465,1848,2472,12214
1629807807368406518,2126,2954,12856
1629807807388075946,2538,3036,12090
1629807807408115499,2830,3220,11858
1629807807427349510,3150,3546,11858
1629807807446508521,2728,4084,12214
1629807807465990032,2278,4484,14180
1629807807486381002,2126,4710,19018
1629807807505923555,2234,4312,19018
1629807807525115941,2174,2878,19652
1629807807544513744,1214,2202,22962
1629807807563582379,-1208,702,29738
1629807807583490724,-2924,-222,32767
1629807807602672652,-3052,-208,32767
1629807807622157705,-2592,-1718,28036
1629807807641621299,-2282,-3358,18356
1629807807660912268,-1830,-4732,10888
1629807807681287322,-1126,-4592,8286
1629807807700727958,-760,-3940,8602
1629807807719700052,-1166,-2660,9914
1629807807740044439,-1786,-1322,10496
1629807807759875783,-2350,-390,9326
1629807807779681711,-2478,348,7918
1629807807798814055,-1768,472,6946
1629807807818797609,-720,378,6524
1629807807838142620,304,426,6908
1629807807857249130,892,214,8242
1629807807877830184,1436,322,9976
1629807807898019154,1896,460,11084
1629807807917589582,2370,472,10844
1629807807937055009,2732,546,10616
1629807807956962896,2782,376,11606
1629807807977014907,2620,432,13852
1629807807996445710,2300,460,16222
1629807808015765554,1836,646,18850
1629807808035817231,1346,832,20868
1629807808055393825,736,944,21262
1629807808074984627,268,1174,19942
1629807808094686388,232,1146,17564
1629807808114384065,234,626,16450
1629807808133657492,56,188,15328
1629807808154244711,-372,110,14238
1629807808174442972,-484,128,13794
1629807808193912774,-492,-568,12620
1629807808213247826,-654,-2158,10484
1629807808232929087,-1334,-2990,14836
1629807808253849556,-3874,-334,23978
1629807808274078984,-7496,2964,27924
1629807808295002537,-9116,5384,24682
1629807808314865964,-7624,5450,18388
1629807808334196058,-4960,3314,14900
1629807808355885736,-3400,1910,13606
1629807808375602538,-2966,1372,12566
1629807808394647548,-2738,1122,11074
1629807808414040892,-2092,202,9422
1629807808434289820,-1244,-1080,9330
1629807808453840247,-264,-2592,11186
1629807808473487174,-82,-3490,14226
1629807808492622226,-822,-3334,15694
1629807808512142070,-1776,-2820,15286
1629807808532713789,-2310,-2208,14804
1629807808553401967,-2460,-1492,15108
1629807808573319436,-2614,-1440,15294
1629807808592463779,-2414,-1440,14950
1629807808612192540,-2082,-1160,14554
1629807808632447801,-1762,-1064,14574
1629807808651668019,-1530,-1064,14994
1629807808670825488,-986,-1070,15682
1629807808689965998,-218,-1738,16350
1629807808709448842,346,-2220,15956
1629807808729560519,526,-1214,14940
1629807808750567864,458,-926,14278
1629807808771013000,296,-1350,14092
1629807808791335636,420,-1960,13904
1629807808810902771,510,-2096,14220
1629807808830946199,184,-1468,14412
1629807808850999751,-288,-754,13962
1629807808870715678,-560,-490,13360
1629807808890187230,-400,-532,12462
1629807808910950908,298,-296,11670
1629807808930255377,866,154,10454
1629807808950975888,2048,480,9178
1629807808970845024,2048,968,7558
1629807808991309785,3784,1602,6328
1629807809011317545,4872,2950,4966
1629807809031344930,5340,3588,2758
1629807809051911441,4474,4268,6896
1629807809071430742,1376,4424,18650
1629807809090596377,-2070,4432,28504
1629807809110533928,-3436,5002,32767
1629807809129967021,-3938,5102,32767
1629807809149393573,-3060,3406,32046
1629807809168850916,-1616,2112,24602
1629807809188648551,-348,1066,18646
1629807809208093977,416,550,14640
1629807809227800279,792,642,11920
1629807809248159331,980,1248,9442
1629807809267566674,1528,1962,7246
1629807809287999351,2330,2286,5950
1629807809307422819,2778,1916,6006
1629807809326869245,2984,1210,7572
1629807809346866422,2506,986,9332
1629807809366200265,1760,1550,10232
1629807809385878608,754,2016,12176
1629807809405531618,-708,1606,14336
1629807809425252128,-1666,1450,15882
1629807809445540221,-2224,1954,16856
1629807809465065940,-2570,2094,17120
1629807809484638949,-2498,2196,16028
1629807809504332293,-1956,1600,13788
1629807809523711219,-1000,756,11706
1629807809542740395,-306,-110,10828
1629807809562080697,470,-750,10798
1629807809581794873,1674,-1718,10726
1629807809601047716,3084,-2646,10324
1629807809620996976,3932,-3136,9506
1629807809640864653,3504,-4258,9616
1629807809660034329,2422,-5052,12994
1629807809679884922,306,-4902,19700
1629807809699319057,-3232,-2144,28282
1629807809720250859,-5716,2460,32767
1629807809740875286,-6462,5686,32767
1629807809761254588,-5170,3570,28084
1629807809780668640,-3182,102,21848
1629807809800162441,-1794,-3150,16138
1629807809819828243,-552,-5264,12716
1629807809838910085,1060,-6158,10048
1629807809858845221,2090,-6304,8982
1629807809878749397,1962,-5738,9062
1629807809898519157,1000,-5138,9478
1629807809918672001,12,-4414,9544
1629807809938081219,-798,-3110,9932
1629807809957943145,-1208,-2526,10358
1629807809977265780,-1256,-1948,10120
1629807809997236123,-906,-1828,9866
1629807810017564383,-438,-1686,9872
1629807810037553059,-76,-1106,10062
1629807810057331152,184,-566,10964
1629807810077438578,468,-154,10850
1629807810097473379,1110,292,10740
1629807810117422472,1788,628,10576
1629807810137319023,2514,1072,10600
1629807810156622949,2876,1918,10918
1629807810176128333,2860,2852,12252
1629807810195337300,2552,3652,14266
1629807810214885434,2150,4966,16904
1629807810235541111,1916,5900,18480
1629807810255611995,1610,5556,18884
1629807810275428338,24,4512,23904
1629807810295923347,-3648,2002,31340
1629807810315326607,-6402,1282,32767
1629807810335285366,-7154,3344,32767
1629807810355192750,-6780,3380,30964
1629807810376369219,-6260,786,18948
1629807810395665269,-4572,-1638,9254
1629807810414774778,-1216,-2978,4420
1629807810434733246,1652,-4154,3006
1629807810454152339,3352,-4200,4272
1629807810473536806,3198,-3012,7540
1629807810492419148,1506,-1508,10226
1629807810512043658,364,50,11230
1629807810531871667,-16,910,10388
1629807810550995426,18,1510,9598
1629807810570378560,-112,2120,9624
1629807810589686444,-430,3034,9434
1629807810609526078,-362,3532,9036
1629807810628976463,250,3260,8856
1629807810648686597,1320,2078,8640
1629807810667769022,2294,752,8474
1629807810687435948,3146,214,9002
1629807810706992708,3472,70,10270
1629807810726299800,3544,8,11892
1629807810746417768,3674,-360,12662
1629807810765926027,4098,-652,13348
1629807810785136869,4162,-866,14718
1629807810806159504,3802,-550,15232
1629807810825716930,3684,-10,12736
1629807810845311898,3788,-692,12136
1629807810864837990,2480,-428,17454
1629807810883867666,-992,948,26524
1629807810903983425,-4052,2594,32767
1629807810924018060,-4578,4002,32767
1629807810943560111,-3768,3384,32344
1629807810962752745,-2216,788,23880
1629807810981919795,-882,-1942,16862
1629807811001572305,378,-4012,12912
1629807811021170980,1738,-5082,11046
1629807811041535114,2870,-5520,10212
1629807811061141581,3402,-5094,9444
1629807811080779131,3130,-3772,8060
1629807811100110890,2482,-2002,6990
1629807811119234315,2130,-1250,6352
1629807811138837824,1980,-794,5836
1629807811158305374,2148,-228,5362
1629807811178143716,2132,310,6870
1629807811197436641,1880,390,9150
1629807811216664858,2028,952,10664
1629807811236223117,2568,1456,11280
1629807811256603084,2794,2136,11414
1629807811276815218,2888,2694,12044
1629807811296042268,3206,3248,12474
1629807811315368776,3584,3890,12376
1629807811334432077,3922,4416,12746
1629807811353783710,4102,4822,13284
1629807811373600927,4140,5004,14050
1629807811392736977,4036,5030,15894
1629807811411966236,4040,4892,19018
1629807811430878369,2862,4414,22324
1629807811449880586,672,3788,25784
1629807811469866220,-1546,2052,30472
1629807811489018561,-3446,1250,32767
1629807811508193320,-3446,1786,32767
1629807811527216453,-4362,720,30892
1629807811546668920,-3430,-1458,19044
1629807811566422221,-2538,-2768,10302
1629807811585680812,-1246,-2896,6098
1629807811604730612,814,-2560,4706
1629807811623705454,2440,-1772,5660
1629807811643104713,3142,-530,7710
1629807811663033805,2748,72,9202
1629807811682190938,2088,594,8298
1629807811701549322,1880,682,6812
1629807811720794289,2108,1258,6008
1629807811740735547,2374,2422,5924
1629807811761377598,2130,3226,6844
1629807811780777440,1702,3288,8094
1629807811800466240,1650,2966,8636
1629807811819921666,2350,2122,8716
1629807811839805008,3220,1788,8588
1629807811859102141,3586,1626,8686
1629807811879057900,3574,1274,9722
1629807811898493242,3824,1140,12114
1629807811917889334,3806,944,15612
1629807811938533760,3184,734,19716
1629807811957957477,2316,444,22014
1629807811977241527,1546,592,21298
1629807811996299577,1548,178,17472
1629807812015329627,2918,-1124,16072
1629807812034818176,3642,-3148,18566
1629807812053824851,3942,-3148,22296
1629807812073345109,3976,-4038,26878
1629807812092523409,2710,-2716,28056
1629807812111670583,716,678,23482
1629807812131311591,-112,2116,17616
1629807812150329183,748,728,11824
1629807812169996691,1900,-972,8080
1629807812190133574,3268,-2514,7116
1629807812209164790,4410,-3474,8814
1629807812228904882,4696,-3844,11958
1629807812249584224,4220,-3944,13724
1629807812269176898,3558,-3564,14132
1629807812288442073,2734,-2736,12630
1629807812307543539,1880,-1526,10536
1629807812327461797,1658,-844,9918
1629807812346685639,1678,-306,10154
1629807812366101272,1690,-98,11154
1629807812385496530,2116,-308,11372
1629807812404985996,2864,-778,11024
1629807812424644754,3566,-1086,10814
1629807812444445596,4228,-962,11034
1629807812463684354,5006,-472,11366
1629807812483031987,5590,-90,11668
1629807812502607078,5674,480,13418
1629807812522537628,5678,552,15660
1629807812542038970,5440,498,18474
1629807812561333436,4960,1070,21398
1629807812580801611,4560,2530,23110
1629807812599978119,4674,3768,23110
1629807812619256752,4262,3166,22704
1629807812639276885,3126,1042,22704
1629807812658387893,1024,-1886,27744
1629807812677650734,-1788,-2428,31656
1629807812697422951,-2974,186,30192
1629807812716786417,-3466,1078,23400
1629807812736265467,-3692,870,15258
1629807812756557100,-2748,844,7894
1629807812775861066,-1122,826,3340
1629807812795347741,646,884,1282
1629807812814273874,2026,794,1872
1629807812833365965,2402,610,5408
1629807812852424223,1996,680,8646
1629807812871641356,1616,814,10318
1629807812891265406,1310,1398,10578
1629807812910427455,1026,2230,10404
1629807812929480130,812,2978,11032
1629807812948998846,810,3114,11476
1629807812968482229,1142,2482,11176
1629807812989275821,2032,1398,10684
1629807813008388037,2706,764,10344
1629807813027369670,3036,898,10104
1629807813046547011,2810,1202,11048
1629807813065997685,2322,1148,10940
1629807813085800401,2110,586,10544
1629807813105088742,1810,-108,11956
1629807813124654374,1386,-436,14316
1629807813144457174,710,-386,17242
1629807813163900098,318,-156,19444
1629807813183559647,158,-340,18842
1629807813202993905,950,-2128,19228
1629807813222694454,1334,-3948,21640
1629807813242853253,428,-4016,25478
1629807813263624720,-976,-1838,30644
1629807813282768852,-1816,-14,32050
1629807813302251985,-1166,-758,26066
1629807813321269367,200,-3124,16896
1629807813340681125,2108,-5258,9410
1629807813360370007,4102,-6742,5520
1629807813379822806,5200,-6552,5022
1629807813399923023,4462,-5128,8080
1629807813419681739,2458,-3306,11900
1629807813439393121,904,-1582,14350
1629807813459338379,334,-374,14286
1629807813478621345,490,420,12592
1629807813498841311,672,898,11150
1629807813518571610,748,1524,10816
1629807813538316826,826,1794,10614
1629807813558015167,1058,2270,10230
1629807813577914550,1554,2152,10014
1629807813598550225,2248,1912,10606
1629807813619377691,2502,1906,11192
1629807813638964532,2416,2498,11376
1629807813658491873,2316,3360,11386
1629807813678000422,2082,4236,11254
1629807813697430555,2076,4750,11534
1629807813716879937,2052,4952,12232
1629807813736700278,1890,4600,14180
1629807813756864078,1752,4386,17858
1629807813777020752,1586,3894,20348
1629807813796932010,1048,3024,22470
1629807813817574351,-166,2546,25158
1629807813837633192,-1630,1650,28916
1629807813858122992,-2970,1540,32194
1629807813877546458,-3358,1950,32464
1629807813897571299,-2686,1286,25842
1629807813917410640,-1902,-768,9334
1629807813937912273,-262,-2150,5972
1629807813958008656,2058,-2674,5794
1629807813978588580,3464,-2402,9492
1629807813998205421,3476,-2070,13302
1629807814018154595,2620,-1090,14612
1629807814037749394,1628,-160,12780
1629807814057049193,1186,440,10222
1629807814076340450,1330,754,8734
1629807814095808499,1426,1308,8766
1629807814115942048,1180,2110,8928
1629807814136025305,744,3102,8734
1629807814155934187,470,3540,7820
1629807814175300278,500,3716,6566
1629807814194884535,776,3718,5382
1629807814214822042,1218,3470,5036
1629807814233991591,1624,3104,5542
1629807814254418931,1560,2356,7880
1629807814274131564,1670,1238,12846
1629807814293570071,1422,998,18992
1629807814313456411,594,434,22638
1629807814332683418,22,-426,22072
1629807814351951758,-190,-640,18618
1629807814371072057,328,-1106,17162
1629807814390454314,1012,-1506,19048
1629807814410297113,978,-1256,22286
1629807814429843453,398,-696,25708
1629807814449126960,-404,1088,26222
1629807814468566843,-636,1748,26222
1629807814487691891,-194,526,21030
1629807814507382523,1628,-746,13816
1629807814526431864,3358,-1440,8842
1629807814545587329,3992,-772,8712
1629807814564816461,3424,1258,12796
1629807814584363426,2474,2138,17732
1629807814604147517,1352,1090,20092
1629807814624199107,1068,1238,19906
1629807814643393989,858,1286,16816
1629807814662465830,1036,1058,13652
1629807814681959587,1144,792,11770
1629807814701113427,932,1028,11158
1629807814720173101,808,1316,11236
1629807814739680233,1368,874,10888
1629807814760154574,1880,44,10316
1629807814779909331,2120,-48,10136
1629807814800217421,1996,950,9814
1629807814820124720,1724,2476,9740
1629807814839852269,1394,3676,9786
1629807814859502901,1356,3444,9400
1629807814878696742,1584,3200,9062
1629807814898327332,1948,3354,8898
1629807814917484756,2090,3616,10518
1629807814936813429,1924,4022,13492
1629807814955964270,1896,4810,16272
1629807814975989777,1580,4580,18250
1629807814995230992,676,4028,21418
1629807815014457458,-460,2964,25304
1629807815033657756,-1808,2026,29746
1629807815052644179,-2660,2662,32767
1629807815072459936,-2716,2002,31836
1629807815091859151,-2094,634,24010
1629807815110713199,-1224,-504,14742
1629807815130055664,-746,-1706,8456
1629807815149900795,602,-2964,6650
1629807815170427594,2180,-4254,7058
1629807815189543142,2862,-4132,8728
1629807815208933149,1680,-2658,10356
1629807815228532572,-166,-196,10962
1629807815249253121,-928,1070,10944
1629807815269106544,-930,2016,10438
1629807815288269093,-980,2846,11180
1629807815307581599,-1126,3248,12380
1629807815327080897,-744,3218,12900
1629807815348615280,288,2606,12650
1629807815367684328,1100,2074,11786
1629807815386844251,1626,1776,11102
1629807815406689675,2114,1666,10736
1629807815426557098,2606,1630,11270
1629807815447670939,2526,1526,12894
1629807815466700903,2266,1516,14414
1629807815487205785,2056,1704,15746
1629807815506466125,1956,1662,16798
1629807815525958257,1842,1320,17058
1629807815546333764,1982,928,16674
1629807815565696854,2222,382,16080
1629807815585137569,2312,326,14908
1629807815604411325,1932,932,13282
1629807815623827332,1156,1798,13158
1629807815645024923,516,2322,14252
1629807815665126596,730,2252,15466
1629807815684323353,1212,816,14202
1629807815703720109,1348,-1046,13484
1629807815724474116,488,-38,17492
1629807815743909248,-2156,2022,23688
1629807815764442088,-5052,3730,26414
1629807815783901220,-5374,4448,23610
1629807815803313810,-3924,2850,18420
1629807815823749900,-2900,994,14754
1629807815842901240,-2484,-136,12976
1629807815862422455,-2256,-802,12438
1629807815881651670,-1896,-1832,11670
1629807815901091593,-1150,-3176,11428
1629807815921701600,-54,-4444,12618
1629807815940726982,454,-5184,14444
1629807815959729571,-628,-4654,15436
1629807815978783203,-2570,-2816,15546
1629807815998412418,-3520,-1062,15144
1629807816018771508,-3586,-228,14510
1629807816038994473,-3274,-148,13498
1629807816059108604,-2766,-518,12390
1629807816079526402,-2452,-1082,12074
1629807816098953075,-2324,-1284,12668
1629807816118749665,-2178,-996,13096
1629807816138184213,-2134,-342,12718
1629807816157478552,-1908,30,11972
1629807816176895725,-1528,38,11328
1629807816196534231,-928,-104,10634
1629807816215773446,-340,-280,10068
1629807816234747285,476,-1076,9258
1629807816255049167,1090,-2296,8286
1629807816274989673,288,-1726,10662
1629807816294780680,-2424,1292,19048
1629807816314062102,-4998,3846,26866
1629807816333191359,-5170,3178,29798
1629807816352826781,-3068,1290,26256
1629807816372029746,-162,-832,18780
1629807816391618336,1326,-2374,12274
1629807816410679508,1668,-2550,8378
1629807816429988264,1640,-1934,6642
1629807816449197937,1796,-1686,7040
1629807816468429360,1724,-2082,8772
1629807816488459950,1328,-1986,10826
1629807816507689456,436,-1298,12562
1629807816526801879,-654,-2,14082
1629807816546373885,-1494,1186,15284
1629807816565501724,-1532,2494,15954
1629807816585472106,-1240,3412,15938
1629807816604484029,-838,4230,14786
1629807816623762576,-280,4538,14142
1629807816642873707,510,4586,13888
1629807816662132047,1162,4426,13162
1629807816682044637,1622,4478,12138
1629807816701329560,1364,4026,13174
1629807816720417774,302,4672,16946
1629807816739933655,-964,6058,21854
1629807816760171828,-1796,6184,25648
1629807816780313626,-2324,5218,25646
1629807816799500216,-2142,4486,23048
1629807816818537889,-938,4924,18504
1629807816838032437,638,4040,15144
1629807816857398318,1902,2700,13356
1629807816877868824,2666,1626,13574
1629807816897163997,3296,840,15244
1629807816916582170,3296,588,16742
1629807816935574468,3276,1620,15736
1629807816955497057,2226,2350,14072
1629807816974742355,1532,2568,12166
1629807816994150320,1516,2890,10454
1629807817013337242,1678,3396,9206
1629807817032547332,1456,3782,8884
1629807817052435587,1182,3632,8882
1629807817071665260,1230,3520,9496
1629807817090765724,1556,3470,10960
1629807817110315647,1712,3356,12062
1629807817129665152,1468,3414,12098
1629807817149238575,1448,2954,11552
1629807817168699247,1622,2478,11144
1629807817188066045,1884,1958,11198
1629807817207505384,2032,1616,11640
1629807817226501431,2248,1616,11918
1629807817246608937,2206,1488,12052
1629807817266898735,1874,1044,12416
1629807817286669866,1680,854,12948
1629807817305974955,1986,590,13348
1629807817325316253,2668,-616,13366
1629807817345313800,2550,-2110,16224
1629807817364472014,2282,-3180,21718
1629807817383758062,1854,-3070,26434
1629807817403270151,472,-508,29952
1629807817422761532,-926,1968,30754
1629807817442687288,-1792,1458,25962
1629807817462573419,-1760,-230,19136
1629807817482398383,-672,-2118,13082
1629807817501631180,658,-3052,10082
1629807817521563145,1578,-3108,9132
1629807817540604650,1940,-3108,9546
1629807817559880365,2148,-2498,10974
1629807817579736787,2382,-2434,11832
